"","TCGA-06-0210-01A-01R-1849-01","TCGA-06-0190-01A-01R-1849-01","TCGA-06-0211-01B-01R-1849-01","TCGA-19-4065-02A-11R-2005-01","TCGA-14-1034-02B-01R-2005-01","TCGA-06-0190-02A-01R-2005-01","TCGA-06-0125-01A-01R-1849-01","TCGA-06-0211-02A-02R-2005-01","TCGA-06-0125-02A-11R-2005-01","TCGA-06-0210-02A-01R-2005-01","TCGA-19-4065-01A-01R-2005-01","TCGA-14-1034-01A-01R-1849-01"
"UQCC1",2200,2297,4459,1619,1256,1307,3828,2776,1668,1945,2461,1449
"UQCC2",1883,1485,2515,1934,1138,1172,1643,1895,868,1541,2696,978
"UQCC3",963,440,1502,381,635,379,1071,1016,547,674,773,572
"UQCR10",4671,3062,4565,3154,1173,2438,2867,4371,2120,3590,6725,1481
"UQCR10P1",0,1,1,0,0,2,0,2,0,1,1,0
"UQCR11",3842,3854,6595,1968,2276,2966,3850,6106,2560,3022,5767,2940
"UQCRB",6737,4425,5701,8846,2652,5530,5972,6264,5205,6590,11095,3180
"UQCRB-AS1",10,4,3,8,5,1,8,4,1,9,17,2
"UQCRBP1",17,6,9,23,10,12,6,3,6,13,26,11
"UQCRBP2",0,0,0,0,0,0,1,0,0,0,1,0
"UQCRBP3",3,1,0,1,0,0,0,0,1,0,1,0
"UQCRC1",8473,7857,17264,9086,5079,6739,8705,8956,5238,8386,9316,5626
"UQCRC2",8127,6354,10069,5178,7195,4857,7496,6644,4744,5915,10177,4172
"UQCRC2P1",0,0,1,0,0,0,0,0,0,3,1,0
"UQCRFS1",3923,3863,6472,2635,3118,3111,4627,5012,2888,3138,4932,2694
"UQCRFS1-DT",13,16,15,10,33,3,23,17,25,17,25,34
"UQCRFS1P1",34,56,69,34,28,31,67,90,38,31,61,17
"UQCRFS1P2",0,0,0,0,0,0,1,0,0,0,0,0
"UQCRFS1P3",0,0,1,0,1,0,0,1,0,0,1,0
"UQCRH",5338,4547,5738,3742,4371,4353,4573,5718,2641,3784,10842,4361
"UQCRHL",466,356,380,343,311,437,464,374,243,289,1123,297
"UQCRHP1",2,0,1,0,0,2,1,0,0,6,5,2
"UQCRHP2",1,3,3,2,1,2,0,2,1,5,7,1
"UQCRHP3",0,0,0,0,2,0,1,0,0,1,0,0
"UQCRHP4",0,0,0,0,0,0,1,0,0,0,0,0
"UQCRQ",5496,4464,7025,3581,2407,3719,4229,6972,3063,4408,6947,3463
"URAD",0,0,0,0,1,0,0,0,1,0,0,0
"URAHP",70,84,65,31,52,27,156,47,35,28,92,19
"URB1",2137,2238,4552,2091,1485,1944,3923,2328,5158,3328,2078,2499
"URB1-AS1",274,228,378,188,317,152,320,304,255,132,495,438
"URB2",1158,858,1708,529,734,622,1660,745,1023,1244,1076,498
"URGCP",1925,2591,2896,2240,2487,1959,3682,2165,2722,2472,3224,2519
"URGCP-MRPS24",5,1,7,1,5,0,8,7,1,3,3,13
"URI1",2905,3134,5194,2207,3928,3715,5601,3602,4070,2683,4188,2730
"URM1",2680,3682,6630,3919,3193,1971,4442,4278,3182,3012,5383,3022
"UROC1",4,23,2,5,6,1,6,1,5,5,5,2
"UROD",4832,4899,6371,2930,3355,3720,4909,5217,3445,4415,6894,5770
"UROS",1327,1364,1722,2524,866,1245,1152,1269,844,1629,2321,827
"USB1",2934,2698,3222,2414,789,2902,3331,2886,2162,3182,3248,2190
"USE1",1590,1622,2715,738,1125,968,2401,2127,841,1232,1712,700
"USF1",2857,2875,4040,1930,2479,2250,4120,3741,1734,2968,4595,2060
"USF1P1",1,0,0,0,0,1,1,0,0,0,0,1
"USF2",7790,9524,12167,4262,4564,8221,10563,9624,7687,8539,8602,6972
"USF3",848,521,829,924,752,701,933,517,1012,969,941,440
"USH1C",46,30,11,151,13,4,28,22,91,251,44,4
"USH1G",2,5,5,1,27,1,2,4,1,5,1,8
"USH2A",15,11,12,17,10,7,6,10,5,16,48,6
"USH2A-AS1",0,0,0,0,0,0,0,0,0,0,0,0
"USH2A-AS2",0,0,0,0,0,0,0,0,0,0,0,0
"USHBP1",49,120,196,67,14,83,206,128,53,95,115,53
"USO1",4306,3481,3826,3233,2008,5522,3924,2979,4000,3507,5100,2411
"USP1",2321,2518,2971,1814,4686,3132,3487,2235,2697,2557,3944,4746
"USP10",4090,3511,6693,3133,4114,2589,5425,3886,3569,4243,4933,4057
"USP11",11492,8574,13043,11257,14445,8223,13918,8319,12990,11503,8837,8269
"USP12",2889,1666,1249,1628,846,2231,1516,1053,1588,1696,1741,767
"USP12-AS1",0,0,0,0,0,0,0,1,0,1,0,0
"USP12-AS2",10,11,3,7,6,8,3,5,4,14,17,7
"USP12P1",1,1,1,2,3,0,1,1,1,1,0,0
"USP12P2",0,1,0,0,0,0,0,0,0,2,0,0
"USP12PX",1,3,2,1,0,0,2,1,1,0,2,0
"USP12PY",1,0,0,0,1,0,0,0,2,1,1,0
"USP13",650,879,1814,1347,1150,1364,1374,839,883,1146,1268,787
"USP14",4111,3399,3898,3370,1536,3751,4254,2824,3123,3256,3769,2284
"USP15",2471,1596,2134,1567,1173,1809,1957,1758,1572,1605,3179,1127
"USP16",2516,1774,2466,2260,2298,2237,2669,2189,1910,1764,3445,2746
"USP17L1",0,0,0,0,0,0,1,0,0,0,0,0
"USP17L10",0,0,0,0,0,0,0,0,0,0,0,0
"USP17L11",0,0,0,0,0,0,0,0,0,0,0,0
"USP17L12",0,0,0,0,0,0,0,0,0,0,0,0
"USP17L13",0,0,0,0,0,0,0,0,0,0,0,0
"USP17L14P",0,0,0,0,0,0,0,0,0,0,0,0
"USP17L15",0,0,0,0,0,0,0,0,0,0,0,0
"USP17L16P",0,0,0,0,0,0,0,0,0,0,0,0
"USP17L17",0,0,0,0,0,0,0,0,0,0,0,0
"USP17L18",0,0,0,0,0,0,0,0,0,0,0,0
"USP17L19",0,0,0,0,0,0,0,0,0,0,0,0
"USP17L2",0,0,0,0,0,0,2,0,0,3,0,0
"USP17L20",0,0,0,0,0,0,0,0,0,0,0,0
"USP17L21",0,0,0,0,0,0,0,0,0,0,0,0
"USP17L22",0,0,0,0,0,0,0,0,0,0,0,0
"USP17L23",0,0,0,0,0,0,0,0,0,0,0,0
"USP17L24",0,0,0,0,0,0,0,0,0,0,0,0
"USP17L25",0,0,0,0,0,0,0,0,0,0,0,0
"USP17L26",0,0,0,0,0,0,0,0,0,0,0,0
"USP17L27",0,0,0,0,0,0,0,0,0,0,0,0
"USP17L28",0,0,0,0,0,0,0,0,0,0,0,0
"USP17L29",0,0,0,0,0,0,0,0,0,0,0,0
"USP17L3",0,0,0,0,0,0,0,0,0,0,0,0
"USP17L30",0,0,0,0,0,0,0,0,0,0,0,0
"USP17L4",0,0,0,0,0,0,0,0,0,0,0,0
"USP17L5",0,0,0,0,0,0,0,0,0,0,0,0
"USP17L6P",0,0,0,0,0,0,0,0,0,0,0,0
"USP17L7",5,0,1,1,0,0,0,1,1,1,0,0
"USP17L8",0,0,0,0,0,0,0,0,0,0,0,0
"USP17L9P",0,0,0,0,0,0,0,0,0,0,0,0
"USP18",234,371,399,284,270,313,252,156,200,212,698,190
"USP19",3239,2956,5060,2459,2507,2606,4536,2821,3155,4549,3188,2954
"USP2",634,637,876,691,279,962,2096,449,2270,1147,744,656
"USP2-AS1",29,33,28,50,22,33,70,20,54,37,97,18
"USP20",895,1293,2069,2090,1806,933,2458,1472,1999,1373,1645,1819
"USP21",1515,1215,2532,774,1568,980,2357,1442,1039,1768,1708,1017
"USP21P1",0,0,0,0,0,0,0,0,1,1,1,0
"USP21P2",0,0,0,0,0,0,0,0,0,0,0,0
"USP22",12973,8200,15031,12121,8936,8431,16313,12013,14288,17957,8233,7714
"USP24",2981,2275,4540,2112,2124,2360,6233,2219,2970,3336,3925,2382
"USP24P1",0,0,0,0,0,0,0,0,0,0,0,0
"USP25",1549,1064,1060,1659,991,1799,1615,880,1863,976,1657,1240
"USP26",1,0,0,0,0,0,1,0,1,0,0,1
"USP27X",342,234,180,460,284,223,296,207,297,339,245,215
"USP27X-DT",102,51,95,57,123,29,103,81,100,90,140,99
"USP28",1262,707,1638,650,1584,856,1462,941,891,1079,1530,618
"USP29",1,0,2,0,0,0,3,0,1,0,1,4
"USP3",1379,1165,1997,846,1144,1117,1756,1439,1054,1244,1689,822
"USP3-AS1",47,23,25,20,34,16,40,30,21,42,86,16
"USP30",1628,905,1792,760,1013,716,1530,1129,1271,1288,1301,1244
"USP30-AS1",9,20,10,25,6,17,12,29,34,15,40,11
"USP31",806,637,870,815,738,635,1133,543,1176,740,945,471
"USP32",1992,1099,2098,1548,1876,1478,1838,1325,2709,2293,1738,1324
"USP32P1",16,9,25,36,10,3,29,13,5,25,33,4
"USP32P2",11,5,12,6,0,3,31,7,16,16,5,0
"USP32P3",161,130,457,105,165,25,1043,180,125,155,168,22
"USP33",3162,2525,5295,2497,4116,2587,3855,3238,3267,3064,4369,4077
"USP34",2430,1524,2719,2083,2027,2510,3749,1563,4078,2992,2128,1717
"USP34-DT",134,79,140,49,81,84,145,70,91,207,217,82
"USP35",617,505,793,517,374,362,1067,524,557,602,893,318
"USP36",2772,1954,1973,2496,3257,3178,4833,1424,2809,2577,2256,1423
"USP37",342,358,619,185,976,348,519,259,627,298,364,317
"USP37P1",0,0,0,0,0,0,0,0,0,0,0,0
"USP38",3118,1966,2900,1093,1216,1261,2488,2085,2508,2240,2390,1941
"USP38-DT",23,20,17,8,13,13,27,16,22,10,27,8
"USP39",2995,3101,4492,2157,2445,2680,3587,3114,2531,2969,3724,2509
"USP4",3840,3943,6945,2869,3175,3214,5457,3818,4326,4397,4567,3376
"USP40",2115,1798,2286,1998,562,1261,2925,1491,1798,2454,2156,757
"USP41",4,7,2,14,1,3,9,9,5,10,13,1
"USP42",1613,1009,1743,864,1268,876,1971,1028,1274,1608,1057,1002
"USP43",15,34,27,124,20,42,153,21,68,55,11,8
"USP44",13,22,78,35,0,11,7,53,8,6,24,50
"USP45",525,331,572,454,278,267,683,425,315,277,683,196
"USP46",2050,1383,2409,1375,1295,1232,2046,1588,2350,2796,2144,1404
"USP46-DT",63,58,48,38,41,27,66,42,63,67,112,55
"USP47",4015,2783,3634,4981,3068,3994,4973,2827,5564,4518,4529,4398
"USP48",2594,1364,2928,2251,3222,2108,4036,2146,2630,2806,3444,3054
"USP49",528,439,737,394,730,340,718,489,286,436,461,255
"USP5",5257,4920,8566,5083,5732,4020,7364,4956,6435,6206,4222,5367
"USP50",9,1,3,2,1,0,6,4,0,6,1,1
"USP51",175,155,114,94,94,218,144,131,190,310,80,102
"USP53",1285,1755,1534,1152,430,1620,960,765,1453,1058,2006,1579
"USP54",1842,1137,3227,1363,1095,1092,2526,1055,2933,2394,1347,1005
"USP6",60,46,53,51,75,25,101,37,29,53,73,26
"USP6NL",1313,948,1886,598,833,907,3449,1041,1415,1458,1353,858
"USP6NL-AS1",0,0,0,0,0,0,1,0,0,0,2,0
"USP7",5028,4372,5983,5030,4913,4069,7512,4103,5623,5229,5657,4511
"USP7-AS1",3,1,3,1,3,0,5,3,6,0,9,1
"USP8",3403,1707,4337,2103,4100,2192,4102,2814,4135,2830,1914,3207
"USP8P1",7,3,7,4,5,2,3,1,3,5,8,3
"USP8P2",0,6,2,0,0,1,1,2,0,3,7,1
"USP9X",7576,5924,7020,8767,6525,8820,9983,5234,10684,8603,8518,6198
"USP9Y",14,860,1191,1134,11,866,6,894,12,13,1800,4
"USP9YP1",0,0,0,0,0,0,0,0,0,0,0,0
"USP9YP10",0,0,0,0,0,0,0,0,0,0,0,0
"USP9YP11",0,0,0,0,0,0,0,0,0,0,0,0
"USP9YP12",0,0,0,0,0,0,0,0,0,0,0,0
"USP9YP13",0,0,0,0,0,0,0,0,0,0,0,0
"USP9YP14",0,0,0,2,0,0,0,0,0,0,0,0
"USP9YP15",0,0,0,0,0,0,0,0,0,0,0,0
"USP9YP16",0,0,0,0,0,0,0,0,0,0,0,0
"USP9YP17",0,0,0,0,0,0,0,0,0,0,0,0
"USP9YP18",0,0,0,0,0,0,0,0,0,0,0,0
"USP9YP19",0,0,0,0,0,0,0,0,0,0,0,0
"USP9YP2",0,0,0,0,0,0,0,0,0,0,0,0
"USP9YP20",0,0,0,0,0,0,0,0,0,0,0,0
"USP9YP21",0,0,0,0,0,0,0,0,0,0,0,0
"USP9YP22",0,0,0,0,0,0,0,0,0,0,0,0
"USP9YP23",0,0,0,0,0,0,0,0,0,0,0,0
"USP9YP24",0,0,0,0,0,0,0,0,0,0,0,0
"USP9YP25",0,0,0,0,0,0,0,0,0,0,0,0
"USP9YP26",0,0,0,0,0,0,0,0,0,0,0,0
"USP9YP27",0,0,0,0,0,0,0,0,0,0,0,0
"USP9YP28",0,0,0,0,0,0,0,0,0,0,0,0
"USP9YP29",0,0,0,0,0,0,0,0,0,0,0,0
"USP9YP3",0,0,0,0,0,0,0,0,0,0,0,0
"USP9YP30",0,0,0,0,0,0,0,0,0,0,0,0
"USP9YP31",0,0,0,0,0,0,0,0,0,0,0,0
"USP9YP32",0,0,0,0,0,0,0,0,0,0,0,0
"USP9YP33",0,0,0,0,0,0,0,0,0,0,0,0
"USP9YP34",0,0,0,0,0,0,0,0,0,0,0,0
"USP9YP35",0,0,0,0,0,0,0,0,0,0,0,0
"USP9YP36",0,0,0,0,0,0,0,0,0,0,0,0
"USP9YP4",0,0,0,0,0,1,0,0,0,0,0,0
"USP9YP5",0,0,0,0,0,0,0,0,0,0,0,0
"USP9YP6",0,0,0,0,0,0,0,0,0,0,0,0
"USP9YP7",0,0,0,0,0,0,0,0,0,0,0,0
"USP9YP8",0,0,0,2,0,0,0,0,0,0,0,0
"USP9YP9",0,0,0,0,0,0,0,0,0,0,0,0
"USPL1",2320,1126,1675,949,1580,1012,1718,1342,1106,1379,1828,698
"UST",2604,1286,1322,660,325,1176,3008,1479,3274,3593,934,1103
"UST-AS1",0,0,1,0,0,0,1,0,1,1,1,0
"UST-AS2",20,22,4,88,4,12,2,1,5,10,47,11
"UTF1",7,4,5,0,2,2,0,8,1,2,2,4
"UTP11",1732,1627,1929,1517,1665,1693,1943,1698,1073,1449,2783,1640
"UTP14A",951,793,1202,1212,927,958,1178,812,718,1172,1333,732
"UTP14C",1762,864,1988,956,1097,899,2149,1235,1807,1705,1444,761
"UTP15",852,877,1123,598,673,666,1159,715,642,748,958,714
"UTP18",2131,1364,2979,1775,2048,1165,2664,2059,1608,1854,3237,1326
"UTP20",1422,1160,2280,1159,821,1206,2347,1080,1632,1282,1547,1118
"UTP23",1260,685,1335,779,699,790,986,878,721,892,1433,391
"UTP25",1518,1073,1320,930,1221,1559,1499,909,1358,1307,1449,510
"UTP3",1472,1432,970,1299,657,1158,1461,976,1077,1474,1566,1072
"UTP4",2846,2694,4533,1937,3643,2112,3336,2646,1952,1997,3862,1909
"UTP6",2333,1647,2660,1684,1224,1842,2567,1891,1401,2005,2469,833
"UTRN",2104,2518,2429,3241,1837,4009,3548,1671,6521,3398,2099,2915
"UTS2",3,1,4,4,1,9,0,3,0,2,4,2
"UTS2B",14,24,14,12,8,11,5,18,8,4,35,14
"UTS2R",0,4,8,20,1,3,1,8,4,1,0,0
"UTY",7,782,1324,468,7,656,2,713,3,5,903,4
"UVRAG",1106,745,1096,790,938,736,1021,875,1026,1035,1389,1027
"UVRAG-DT",9,1,4,2,4,1,2,1,3,3,17,1
"UVSSA",562,507,493,356,323,364,921,349,301,405,733,172
"UXS1",2168,1839,2372,1862,924,2502,2484,2015,2012,2372,2726,1407
"UXT",2950,2121,2876,2776,1712,2205,1800,2992,1298,1883,4332,1289
"UXT-AS1",29,15,25,22,55,10,23,15,16,29,46,28
"VAC14",2667,2653,4303,2237,2594,2027,3425,2464,3103,3410,2561,2604
"VAC14-AS1",53,71,44,34,138,43,58,54,23,46,171,80
"VAMP1",566,414,572,2218,878,330,697,408,462,666,805,100
"VAMP2",9361,3862,8581,9347,7582,2237,6186,5510,7140,8192,4927,2846
"VAMP3",10878,5027,7468,5504,2706,5241,5756,7101,8381,8856,10732,6961
"VAMP4",2249,1289,1497,1217,2908,1452,1501,1251,1970,1232,3913,817
"VAMP5",4133,3625,2262,2906,462,3262,1253,3089,1263,2395,6775,1648
"VAMP7",2609,2157,2292,2997,1816,2876,2325,2368,2718,2876,3440,1862
"VAMP8",2303,1999,1265,1760,301,2207,581,3188,734,2439,6598,1228
"VANGL1",310,233,220,1682,49,153,1718,211,1045,622,893,156
"VANGL2",3708,2327,4914,983,2841,1034,5397,3195,4007,5918,2598,3477
"VAPA",11859,8376,10764,6738,4568,7559,9140,8688,9160,8119,8744,7424
"VAPB",4978,3346,6895,3284,6824,3176,7003,4245,4649,4844,4423,3765
"VARS1",4399,4861,6530,5250,2502,6192,6566,4006,4487,5143,3230,2856
"VARS2",2051,1770,4233,1806,1811,1317,6418,2279,1606,2196,2069,1284
"VASH1",3210,3352,7665,2894,1057,2669,5973,4936,2248,6910,2808,2347
"VASH1-AS1",71,62,83,77,46,50,177,69,71,67,92,28
"VASH1-DT",9,7,19,3,1,1,6,7,1,4,5,4
"VASH2",98,182,86,226,80,235,370,256,206,170,155,32
"VASN",1454,2166,1107,2425,852,3359,1281,2516,2433,2301,765,3265
"VASP",2806,4961,3173,3377,991,5509,3634,3685,3106,3757,3305,2256
"VAT1",16985,9459,8764,6534,6859,10548,13127,8923,21237,14203,9450,8597
"VAT1L",1635,641,251,1905,178,504,96,143,440,831,631,674
"VAV1",867,872,618,512,115,1170,432,879,411,1914,1000,680
"VAV2",1548,2823,3326,3173,3416,2379,4465,2549,2834,1466,2361,3308
"VAV3",923,590,2888,672,537,939,2637,901,952,609,1182,1109
"VAV3-AS1",1,1,6,2,5,5,2,2,1,0,9,0
"VAX1",7,9,7,15,7,1,5,9,19,21,4,0
"VAX2",160,110,153,97,6,89,310,161,180,270,164,13
"VBP1",4512,2780,4165,3118,3346,2721,3612,4403,3091,3632,7385,2604
"VCAM1",3601,1499,3935,2403,5002,3837,3898,5737,5009,4419,2282,7528
"VCAN",10252,13665,16220,13848,15259,47979,18385,13946,17507,9917,8757,19644
"VCAN-AS1",1,0,1,6,2,2,3,0,1,1,4,3
"VCL",5304,6148,3599,11866,3281,12244,7646,3531,7742,6305,4854,5730
"VCP",7846,15123,16894,26742,8438,14635,19159,11403,15847,15920,16906,11727
"VCPIP1",1176,974,1195,1341,950,1171,1570,963,1684,1450,1551,958
"VCPKMT",364,319,300,402,238,296,393,297,163,207,517,91
"VCX",2,2,1,8,0,1,5,7,2,3,2,0
"VCX2",0,0,0,1,0,1,0,0,0,0,0,0
"VCX3A",2,1,1,3,0,0,1,3,1,1,3,1
"VCX3B",0,0,1,1,2,2,8,3,2,1,1,0
"VCY",0,0,0,0,0,0,0,0,0,0,0,0
"VCY1B",0,0,0,0,0,0,0,0,0,0,0,0
"VDAC1",14410,11441,10867,12724,9313,11929,11205,8774,10696,11292,12628,8262
"VDAC1P1",54,49,55,69,40,46,46,34,45,56,78,40
"VDAC1P10",0,0,0,0,0,0,1,0,1,0,2,1
"VDAC1P11",2,0,2,0,1,2,3,0,1,3,1,1
"VDAC1P12",0,0,0,0,0,0,0,0,0,1,0,0
"VDAC1P13",0,0,0,0,0,0,0,0,0,0,0,0
"VDAC1P2",23,24,19,29,18,12,9,15,22,20,32,15
"VDAC1P3",5,3,4,3,8,2,5,0,5,2,4,2
"VDAC1P4",5,2,0,7,2,1,0,0,5,4,4,3
"VDAC1P5",0,2,1,4,1,2,3,3,5,3,4,1
"VDAC1P6",7,6,6,8,12,2,5,2,12,4,11,0
"VDAC1P7",2,2,0,4,1,5,3,3,2,3,1,1
"VDAC1P8",166,129,170,158,74,127,220,111,114,96,190,124
"VDAC1P9",0,0,0,0,0,0,0,0,0,0,0,0
"VDAC2",4220,3643,3988,4093,3018,4570,2932,3361,2748,3116,5381,2006
"VDAC2P1",0,1,0,1,1,0,2,0,2,0,0,0
"VDAC2P2",1,0,0,3,0,0,1,0,0,0,1,0
"VDAC2P3",2,1,0,2,1,2,0,0,0,0,0,0
"VDAC2P4",1,0,1,0,0,2,0,0,0,0,0,0
"VDAC2P5",135,153,151,217,153,164,141,107,106,134,311,77
"VDAC3",4904,3775,6353,5227,2751,3829,4549,4689,2683,4108,8283,2341
"VDAC3P1",11,5,10,13,10,9,10,4,12,4,13,5
"VDR",275,323,41,664,38,1165,97,317,140,428,325,247
"VEGFA",124668,34398,6149,20378,72111,54977,86017,17736,113782,9267,44059,8784
"VEGFB",8497,2693,5540,2099,2789,3419,4360,4284,5598,6890,4210,3431
"VEGFC",56,213,63,834,16,1069,48,85,25,77,93,112
"VEGFD",20,36,10,24,2,81,4,7,3,18,26,0
"VENTX",310,205,93,261,31,515,108,230,59,90,283,180
"VENTXP1",0,0,0,0,0,0,0,0,0,0,0,0
"VENTXP2",0,0,0,0,0,0,0,0,0,0,0,0
"VENTXP3",0,0,0,0,0,0,0,0,0,0,0,0
"VENTXP4",0,0,0,0,0,0,0,0,0,0,0,0
"VENTXP5",1,0,0,0,0,0,0,0,2,0,1,1
"VENTXP6",0,0,0,0,0,0,2,0,0,0,0,0
"VENTXP7",0,0,0,0,0,0,2,0,0,0,0,0
"VEPH1",20,66,50,162,15,127,75,33,73,48,147,33
"VEZF1",4041,2847,5735,2131,3611,2177,5159,4067,4113,4799,3618,3369
"VEZF1P1",10,3,7,4,10,2,7,7,3,4,5,1
"VEZT",3266,2058,3285,1930,1548,2080,2681,2517,1864,2331,3190,2049
"VEZTP1",9,2,6,0,11,2,6,6,6,8,4,1
"VGF",1230,1736,4884,1497,361,77,1728,9515,1682,690,1578,32
"VGLL1",0,0,0,0,0,0,0,0,1,0,0,0
"VGLL2",52,118,1,35,1,95,122,1,26,65,13,0
"VGLL3",62,260,39,187,20,196,62,76,77,94,135,15
"VGLL4",3354,3123,5880,3285,7094,2973,3581,3043,4334,3377,3674,3390
"VHL",2798,1886,4306,1661,2776,1586,3850,2585,2580,3176,2632,2095
"VHLL",6,5,0,0,0,0,1,9,1,1,1,0
"VIL1",1,1,0,3,3,3,0,2,1,2,11,2
"VILL",455,290,212,214,115,193,511,273,292,503,188,230
"VIM",246485,181422,181842,255250,155004,242763,325817,136767,390246,166679,226442,176382
"VIM-AS1",56,53,25,131,18,56,62,39,34,30,140,22
"VIP",3,7,43,111,21,2,20,59,21,15,16,2
"VIPAS39",1170,1136,1653,1052,1425,1102,1556,1145,1009,1312,1609,893
"VIPR1",51,68,205,333,77,13,200,82,110,102,66,120
"VIPR1-AS1",5,1,8,15,3,2,4,2,5,2,4,0
"VIPR2",181,15,17,117,22,9,65,16,63,1497,23,92
"VIRMA",3048,2232,3533,2868,1970,2979,2883,1985,2445,2959,3070,1447
"VIRMA-DT",29,15,38,38,21,22,35,23,18,20,53,11
"VIT",3,49,9,10,5,170,11,8,16,9,23,10
"VKORC1",2936,1765,1115,2368,1479,2251,1295,1445,1657,1167,3068,1240
"VKORC1L1",5326,3131,5368,2592,2706,3821,4107,2993,3539,3805,5263,2127
"VKORC1P1",0,3,0,0,1,3,2,0,0,0,4,0
"VLDLR",1287,1800,487,1831,1822,1648,724,1226,2000,947,3131,881
"VLDLR-AS1",70,73,33,33,21,35,20,76,42,47,129,13
"VMA21",5131,3526,6350,3309,5075,2880,5529,4525,4481,4337,6596,4045
"VMAC",229,292,310,143,235,182,469,215,206,183,297,65
"VMO1",163,177,97,196,34,207,121,219,97,98,286,173
"VMP1",13125,11874,6960,14257,5998,6294,7472,9110,4062,4928,25407,3162
"VN1R1",129,92,192,61,274,51,324,123,191,120,89,194
"VN1R104P",0,0,0,0,0,0,0,0,0,0,1,0
"VN1R105P",0,0,0,0,0,0,0,0,0,0,0,0
"VN1R107P",7,1,10,2,11,3,14,6,7,6,4,7
"VN1R108P",32,15,35,11,27,5,48,51,43,29,17,22
"VN1R10P",0,0,1,2,0,0,0,0,0,1,0,0
"VN1R110P",5,1,4,2,1,4,2,2,2,3,4,0
"VN1R11P",0,0,0,0,0,0,0,0,0,0,0,0
"VN1R12P",1,0,0,0,0,0,0,0,0,0,0,0
"VN1R13P",0,0,0,0,0,0,0,0,0,0,0,0
"VN1R17P",0,0,1,0,0,0,0,0,0,0,0,0
"VN1R18P",0,0,0,0,0,0,0,0,0,0,0,0
"VN1R2",2,1,1,2,2,0,1,1,0,1,2,1
"VN1R20P",10,9,11,10,15,0,13,5,11,13,10,12
"VN1R21P",0,0,0,0,0,0,0,0,1,0,0,0
"VN1R25P",1,0,381,0,0,0,0,2,1,0,0,0
"VN1R28P",0,0,0,0,0,0,0,0,0,0,0,0
"VN1R3",0,0,0,0,0,0,0,0,0,0,0,0
"VN1R31P",0,0,0,0,0,0,0,0,0,0,0,0
"VN1R32P",0,0,0,0,0,0,0,0,0,0,0,0
"VN1R33P",0,0,0,0,0,0,0,0,0,0,0,0
"VN1R34P",0,0,0,0,0,0,0,0,0,0,0,0
"VN1R35P",0,0,0,1,0,0,0,0,0,0,1,0
"VN1R36P",0,0,0,0,0,0,0,0,0,0,0,0
"VN1R37P",0,0,0,0,0,0,0,0,0,0,0,0
"VN1R38P",0,0,0,0,0,0,0,0,0,0,0,0
"VN1R4",0,0,0,0,0,0,0,0,0,1,0,0
"VN1R40P",0,0,0,0,0,0,0,0,0,0,0,0
"VN1R42P",9,10,17,8,11,2,17,11,12,10,14,4
"VN1R46P",0,0,0,0,0,0,0,0,0,0,0,0
"VN1R48P",0,0,0,0,0,0,0,0,0,0,0,0
"VN1R5",0,0,4,0,0,0,1,0,1,0,0,0
"VN1R51P",0,5,6,14,7,0,5,5,2,0,10,3
"VN1R53P",0,0,0,0,0,0,0,0,0,0,0,0
"VN1R54P",0,1,0,1,0,0,0,0,0,0,0,0
"VN1R64P",0,0,0,0,0,0,1,0,0,0,0,0
"VN1R65P",0,0,0,0,0,0,0,0,0,0,0,0
"VN1R66P",0,0,0,0,0,0,0,0,0,0,0,0
"VN1R67P",1,0,2,0,0,0,2,1,2,1,0,0
"VN1R68P",0,0,0,0,0,0,0,0,0,0,0,0
"VN1R69P",0,0,0,0,0,0,0,0,0,0,0,0
"VN1R6P",0,0,0,0,0,0,0,0,0,0,0,0
"VN1R70P",0,0,0,0,0,0,0,0,0,0,0,0
"VN1R71P",0,0,0,0,0,0,0,0,0,0,0,1
"VN1R74P",0,0,0,0,0,0,0,0,0,0,0,0
"VN1R76P",0,0,0,0,0,0,0,0,0,0,0,0
"VN1R78P",0,1,0,1,0,0,0,0,0,0,0,0
"VN1R79P",0,0,0,0,0,0,0,0,0,0,0,0
"VN1R7P",0,0,0,0,0,0,0,0,2,0,0,0
"VN1R80P",1,0,3,0,2,2,7,2,4,1,4,4
"VN1R81P",52,22,42,25,109,8,124,31,38,34,65,37
"VN1R82P",0,0,0,0,0,0,0,0,0,0,0,0
"VN1R83P",30,17,124,22,49,14,152,54,75,39,65,11
"VN1R84P",1,3,0,0,7,0,1,1,0,0,8,1
"VN1R85P",0,0,0,1,0,1,0,0,0,0,1,0
"VN1R87P",0,0,0,0,0,0,1,0,0,0,0,0
"VN1R88P",0,0,0,0,0,0,0,0,1,0,0,0
"VN1R8P",0,0,0,0,0,0,0,0,0,0,0,0
"VN1R90P",4,0,1,0,0,0,1,1,1,0,1,1
"VN1R91P",0,1,0,0,0,0,1,0,0,0,0,0
"VN1R92P",0,0,0,0,0,0,0,0,0,0,0,0
"VN1R93P",0,0,0,0,0,0,0,0,0,0,0,0
"VN1R96P",0,0,0,0,0,0,0,0,0,1,0,0
"VN1R9P",0,0,0,0,0,0,0,0,0,0,0,0
"VN2R10P",0,0,2,0,0,0,5,0,0,1,0,0
"VN2R17P",2,4,2,0,7,0,6,2,0,3,7,3
"VN2R19P",10,5,26,2,7,3,59,10,15,9,4,3
